pickup lat, pickup lon, hour, count, passengers, fare, trip time, trip distance, JFK trips, credit payments, cash payments,coffee,trending,food,sights,arts,specials,topPicks,outdoors,shops,drinks,neighborhood,cluster
40.59,-73.97,4,1,1,20.3,13,6.1,0,0,1,36,0,36,23,11,6,47,73,18,32,Brooklyn,6
40.59,-73.97,5,1,1,44.3,27,15.3,0,0,1,36,0,36,23,11,6,47,73,18,32,Brooklyn,20
40.59,-73.97,6,2,3.5,9.23,4,1.98,0,0.5,0.5,36,0,36,23,11,6,47,73,18,32,Brooklyn,14
40.59,-73.97,8,1,5,25.3,13,7.99,0,1,0,36,0,36,23,11,6,47,73,18,32,Brooklyn,2
40.59,-73.98,0,2,1.5,17.8,15,4.55,0,0,1,36,0,36,23,11,6,47,73,18,32,Brooklyn,7
40.59,-73.98,13,1,1,28,26,6.6,0,1,0,36,0,36,23,11,6,47,73,18,32,Brooklyn,10
40.59,-73.98,14,1,2,10.8,11,2.2,0,0,1,36,0,36,23,11,6,47,73,18,32,Brooklyn,4
40.59,-73.98,15,1,1,12.8,15,2.63,0,0,1,36,0,36,23,11,6,47,73,18,32,Brooklyn,13
40.59,-73.98,16,1,1,46.56,41,11.3,0,1,0,36,0,36,23,11,6,47,73,18,32,Brooklyn,3
40.59,-73.98,19,4,1,9.21,7.75,1.48,0,0.5,0.5,36,0,36,23,11,6,47,73,18,32,Brooklyn,12
40.59,-73.98,2,2,1,10.28,7,1.8,0,0.5,0.5,36,0,36,23,11,6,47,73,18,32,Brooklyn,11
40.59,-73.98,20,7,1.15,10.36,8,1.59,0,0.72,0.28,36,0,36,23,11,6,47,73,18,32,Brooklyn,29
40.59,-73.98,21,3,1,11.45,11.33,1.67,0,0.33,0.67,36,0,36,23,11,6,47,73,18,32,Brooklyn,19
40.59,-73.98,22,1,1,11.62,7,1.6,0,1,0,36,0,36,23,11,6,47,73,18,32,Brooklyn,16
40.59,-73.98,23,2,1,10.8,8,2.24,0,0,1,36,0,36,23,11,6,47,73,18,32,Brooklyn,0
40.59,-73.98,3,1,1,3.8,0,16.8,0,0,1,36,0,36,23,11,6,47,73,18,32,Brooklyn,24
40.59,-73.98,5,1,4,40.8,23,14.15,0,0,1,36,0,36,23,11,6,47,73,18,32,Brooklyn,20
40.59,-73.98,7,1,6,35.38,29,7.76,0,1,0,36,0,36,23,11,6,47,73,18,32,Brooklyn,8
40.59,-73.98,9,1,1,40.56,25,11.57,0,1,0,36,0,36,23,11,6,47,73,18,32,Brooklyn,15
40.59,-74,18,1,1,11.3,37,2.8,0,0,1,36,0,36,23,11,6,47,73,18,32,Brooklyn,22
40.59,-74,19,1,1,44.3,27,6.93,0,1,0,36,0,36,23,11,6,47,73,18,32,Brooklyn,12
40.59,-74,7,1,2,5.8,4,0.8,0,0,1,36,0,36,23,11,6,47,73,18,32,Brooklyn,8
40.59,-74.01,5,1,5,14.75,10,2.35,0,1,0,3,0,20,1,4,0,3,17,21,2,Brooklyn,20
40.59,-74.05,0,1,5,8.76,3,1.39,0,1,0,2,0,30,2,3,0,33,13,11,3,Staten Island,7
40.59,-74.06,1,1,1,12.3,9,3.27,0,0,1,2,0,30,2,3,0,33,13,11,3,Staten Island,9
40.59,-74.08,20,2,1,49.28,43.5,13.56,0,0.5,0.5,2,0,30,2,3,0,33,13,11,3,Staten Island,29
40.59,-74.08,4,1,2,8.8,5,1.84,0,0,1,2,0,30,2,3,0,33,13,11,3,Staten Island,6
40.59,-74.09,12,1,1,3.3,0,2.9,0,0,1,17,0,34,2,6,5,36,25,157,18,Staten Island,17
40.59,-74.09,21,1,1,7.8,5,1.6,0,1,0,17,0,34,2,6,5,36,25,157,18,Staten Island,19
40.59,-74.11,0,1,1,23.8,20,7.1,0,0,1,17,0,34,2,6,5,36,25,157,18,Staten Island,7
40.59,-74.15,17,1,1,51.84,47,15.1,0,1,0,12,0,75,0,6,2,14,20,83,3,Staten Island,1
40.59,-74.15,4,1,1,27.96,19,7,0,1,0,12,0,75,0,6,2,14,20,83,3,Staten Island,6
40.59,-74.22,17,2,1,3.8,0,13.2,0,0,1,2,0,45,0,5,2,33,12,29,13,Carteret,1
40.59,-74.29,0,1,2,64.17,24,20.4,1,1,0,7,0,22,0,11,1,32,9,15,8,Woodbridge Township,7
40.59,-74.29,22,1,1,2.3,0,4.03,0,0,1,7,0,22,0,11,1,32,9,15,8,Woodbridge Township,16
40.59,-74.64,9,1,1,63.3,0,10.4,0,1,0,18,0,48,1,5,6,47,27,37,17,Somerville,15
40.6,-73.75,23,1,1,11.3,8,2.7,0,0,1,19,0,153,1,10,5,17,16,136,23,Inwood,0
40.6,-73.76,8,1,1,70.02,37,17,1,1,0,19,0,153,1,10,5,17,16,136,23,Inwood,2
40.6,-73.78,10,1,2,10.8,11,1.77,0,0,1,0,0,4,0,0,0,5,9,2,0,Queens,18
40.6,-73.9,1,1,1,0.3,9,9.7,0,0,0,12,0,120,0,15,2,24,31,129,3,Brooklyn,9
40.6,-73.9,10,2,3.5,10.8,11,1.88,0,0.5,0.5,12,0,120,0,15,2,24,31,129,3,Brooklyn,18
40.6,-73.9,12,2,1.5,73.45,30.5,16.15,0,0,1,12,0,120,0,15,2,24,31,129,3,Brooklyn,17
40.6,-73.9,16,1,1,69.76,95,29.25,1,1,0,12,0,120,0,15,2,24,31,129,3,Brooklyn,3
40.6,-73.9,19,1,6,46.8,32,16.41,0,0,1,12,0,120,0,15,2,24,31,129,3,Brooklyn,12
40.6,-73.9,20,1,1,41.3,30,14.33,0,0,1,12,0,120,0,15,2,24,31,129,3,Brooklyn,29
40.6,-73.94,0,2,1,23.3,17.5,7.02,0,0,1,48,0,62,7,15,9,42,49,40,21,Brooklyn,7
40.6,-73.94,17,1,1,9.3,6,1.55,0,0,1,48,0,62,7,15,9,42,49,40,21,Brooklyn,1
40.6,-73.94,19,1,3,16.3,14,3.8,0,0,1,48,0,62,7,15,9,42,49,40,21,Brooklyn,12
40.6,-73.94,22,1,1,18.8,19,5.13,0,0,1,48,0,62,7,15,9,42,49,40,21,Brooklyn,16
40.6,-73.94,5,2,3,10.3,6,2.17,0,0.5,0.5,48,0,62,7,15,9,42,49,40,21,Brooklyn,20
40.6,-73.94,6,1,1,18.3,13,5,0,0,1,48,0,62,7,15,9,42,49,40,21,Brooklyn,14
40.6,-73.95,0,6,1.5,11.49,8.17,1.86,0,0.5,0.5,48,0,62,7,15,9,42,49,40,21,Brooklyn,7
40.6,-73.95,1,3,1,12.02,7.67,2.67,0,0.33,0.67,48,0,62,7,15,9,42,49,40,21,Brooklyn,9
40.6,-73.95,10,3,2,17.8,19.33,3.41,0,0.67,0.33,48,0,62,7,15,9,42,49,40,21,Brooklyn,18
40.6,-73.95,11,1,4,17.3,18,4.61,0,0,1,48,0,62,7,15,9,42,49,40,21,Brooklyn,23
40.6,-73.95,13,1,2,22.3,18,6.6,0,0,1,48,0,62,7,15,9,42,49,40,21,Brooklyn,10
40.6,-73.95,14,2,1,30.32,31,6.85,0,0.5,0.5,48,0,62,7,15,9,42,49,40,21,Brooklyn,4
40.6,-73.95,15,3,3,9.25,10,1.81,0,0.33,0.67,48,0,62,7,15,9,42,49,40,21,Brooklyn,13
40.6,-73.95,16,2,1,19.3,23.5,3.57,0,0.5,0.5,48,0,62,7,15,9,42,49,40,21,Brooklyn,3
40.6,-73.95,17,3,1,9.81,6,1.13,0,1,0,48,0,62,7,15,9,42,49,40,21,Brooklyn,1
40.6,-73.95,18,4,1.5,26.06,18.5,5.34,0,1,0,48,0,62,7,15,9,42,49,40,21,Brooklyn,22
40.6,-73.95,19,4,1,18.97,10.5,4.37,0,0.75,0.25,48,0,62,7,15,9,42,49,40,21,Brooklyn,12
40.6,-73.95,2,3,2.33,10.8,7.67,2.24,0,0,1,48,0,62,7,15,9,42,49,40,21,Brooklyn,11
40.6,-73.95,20,12,1.17,12.67,10.58,2.05,0,0.83,0.17,48,0,62,7,15,9,42,49,40,21,Brooklyn,29
40.6,-73.95,21,6,1.67,21.61,20.17,4.75,0.17,0.67,0.33,48,0,62,7,15,9,42,49,40,21,Brooklyn,19
40.6,-73.95,22,9,1,14.89,11.56,2.77,0,0.78,0.22,48,0,62,7,15,9,42,49,40,21,Brooklyn,16
40.6,-73.95,23,9,1.56,15.62,12.67,3.3,0,0.56,0.44,48,0,62,7,15,9,42,49,40,21,Brooklyn,0
40.6,-73.95,3,2,1.5,32.16,18,8.42,0,1,0,48,0,62,7,15,9,42,49,40,21,Brooklyn,24
40.6,-73.95,4,4,1,12.63,10,2.43,0,0.75,0.25,48,0,62,7,15,9,42,49,40,21,Brooklyn,6
40.6,-73.95,5,5,2.2,34.49,22.6,9.06,0,0.6,0.4,48,0,62,7,15,9,42,49,40,21,Brooklyn,20
40.6,-73.95,6,2,3,35.18,25.5,8.43,0,0.5,0.5,48,0,62,7,15,9,42,49,40,21,Brooklyn,14
40.6,-73.95,7,1,1,8.8,7,2.07,0,0,1,48,0,62,7,15,9,42,49,40,21,Brooklyn,8
40.6,-73.95,8,5,1,14.31,15.2,2.75,0,0.6,0.4,48,0,62,7,15,9,42,49,40,21,Brooklyn,2
40.6,-73.95,9,3,2.33,10.2,9.33,1.7,0,0.67,0.33,48,0,62,7,15,9,42,49,40,21,Brooklyn,15
40.6,-73.97,0,2,1,3.8,0,5.8,0,0,0.5,66,0,64,3,7,6,30,32,36,15,Brooklyn,7
40.6,-73.97,1,1,1,24.63,24,4.3,0,1,0,66,0,64,3,7,6,30,32,36,15,Brooklyn,9
40.6,-73.97,11,1,6,7.3,6,1.01,0,0,1,66,0,64,3,7,6,30,32,36,15,Brooklyn,23
40.6,-73.97,12,3,1,30.31,19.67,7.75,0,0.33,0.67,66,0,64,3,7,6,30,32,36,15,Brooklyn,17
40.6,-73.97,13,1,1,8.3,8,1.36,0,0,1,66,0,64,3,7,6,30,32,36,15,Brooklyn,10
40.6,-73.97,14,2,1,15.55,706.5,2.96,0,0.5,0.5,66,0,64,3,7,6,30,32,36,15,Brooklyn,4
40.6,-73.97,19,1,1,33.36,27,7.36,0,1,0,66,0,64,3,7,6,30,32,36,15,Brooklyn,12
40.6,-73.97,2,2,1.5,2.05,16.5,7.45,0,0.5,0,66,0,64,3,7,6,30,32,36,15,Brooklyn,11
40.6,-73.97,20,1,1,12.36,9,2.1,0,1,0,66,0,64,3,7,6,30,32,36,15,Brooklyn,29
40.6,-73.97,22,3,2.67,10.39,7.67,1.77,0,0.67,0.33,66,0,64,3,7,6,30,32,36,15,Brooklyn,16
40.6,-73.97,23,1,1,24.96,13,6.5,0,1,0,66,0,64,3,7,6,30,32,36,15,Brooklyn,28
40.6,-73.97,4,1,1,4.3,1,6.8,0,0,1,66,0,64,3,7,6,30,32,36,15,Brooklyn,6
40.6,-73.97,7,2,5.5,12.13,10.5,2.34,0,0.5,0.5,66,0,64,3,7,6,30,32,36,15,Brooklyn,8
40.6,-73.98,0,4,2.75,54.59,33.25,16.03,0,0.5,0.5,66,0,64,3,7,6,30,32,36,15,Brooklyn,7
40.6,-73.98,1,3,2.67,35.88,21,10.94,0,0.67,0.33,66,0,64,3,7,6,30,32,36,15,Brooklyn,9
40.6,-73.98,10,2,1,6.8,6,1.08,0,0,1,66,0,64,3,7,6,30,32,36,15,Brooklyn,18
40.6,-73.98,15,2,4,9.8,9.5,1.92,0,0,1,66,0,64,3,7,6,30,32,36,15,Brooklyn,13
40.6,-73.98,17,2,1,30.72,26.5,5.55,0,0.5,0.5,66,0,64,3,7,6,30,32,36,15,Brooklyn,1
40.6,-73.98,18,4,1.5,13.55,13,2.65,0,0,1,66,0,64,3,7,6,30,32,36,15,Brooklyn,22
40.6,-73.98,19,1,1,4.8,1,0.51,0,0,1,66,0,64,3,7,6,30,32,36,15,Brooklyn,12
40.6,-73.98,2,2,1,17.43,16.5,3.92,0,0.5,0.5,66,0,64,3,7,6,30,32,36,15,Brooklyn,11
40.6,-73.98,21,1,1,20.8,23,4.9,0,0,1,66,0,64,3,7,6,30,32,36,15,Brooklyn,19
40.6,-73.98,22,1,1,42.3,53,8.7,0,0,1,66,0,64,3,7,6,30,32,36,15,Brooklyn,16
40.6,-73.98,23,3,2.33,19.63,16.33,5.42,0,0,1,66,0,64,3,7,6,30,32,36,15,Brooklyn,0
40.6,-73.98,3,3,1,19.97,16.67,5.16,0,0.33,0.67,66,0,64,3,7,6,30,32,36,15,Brooklyn,24
40.6,-73.98,4,2,1.5,11.8,10.5,2.56,0,0,1,66,0,64,3,7,6,30,32,36,15,Brooklyn,6
40.6,-73.98,5,4,1,25.21,16.5,6.01,0,0.5,0.5,66,0,64,3,7,6,30,32,36,15,Brooklyn,20
40.6,-73.98,6,1,1,20.3,16,5.08,0,1,0,66,0,64,3,7,6,30,32,36,15,Brooklyn,21
40.6,-73.98,7,1,5,12.8,9,3.47,0,0,1,66,0,64,3,7,6,30,32,36,15,Brooklyn,8
40.6,-73.98,8,1,1,12.3,10,3.1,0,1,0,66,0,64,3,7,6,30,32,36,15,Brooklyn,2
40.6,-74,0,2,1.5,53.8,21,13.9,0,0.5,0.5,66,0,64,3,7,6,30,32,36,15,Brooklyn,7
40.6,-74,1,2,1,13.03,6,2.6,0,1,0,66,0,64,3,7,6,30,32,36,15,Brooklyn,9
40.6,-74,10,1,1,15.3,19,3.98,0,0,1,66,0,64,3,7,6,30,32,36,15,Brooklyn,18
40.6,-74,13,1,1,10.8,10,2.3,0,0,1,66,0,64,3,7,6,30,32,36,15,Brooklyn,10
40.6,-74,16,3,4.33,31.2,31.33,10.58,0,0.67,0.33,66,0,64,3,7,6,30,32,36,15,Brooklyn,3
40.6,-74,17,2,3,19.88,18.5,4.75,0,0.5,0.5,66,0,64,3,7,6,30,32,36,15,Brooklyn,1
40.6,-74,18,2,1,30.82,27.5,7.36,0,0.5,0.5,66,0,64,3,7,6,30,32,36,15,Brooklyn,22
40.6,-74,19,2,1,118.12,60.5,27,0,0.5,0.5,66,0,64,3,7,6,30,32,36,15,Brooklyn,12
40.6,-74,2,1,2,12.8,9,3.22,0,0,1,66,0,64,3,7,6,30,32,36,15,Brooklyn,11
40.6,-74,21,2,1,12.3,6.5,3.07,0,0,1,66,0,64,3,7,6,30,32,36,15,Brooklyn,19
40.6,-74,22,1,1,56.3,56,17.68,0,0,1,66,0,64,3,7,6,30,32,36,15,Brooklyn,16
40.6,-74,23,1,1,37.3,21,11.2,0,1,0,66,0,64,3,7,6,30,32,36,15,Brooklyn,28
40.6,-74,4,5,2,25.2,16.8,7.97,0,0.2,0.8,66,0,64,3,7,6,30,32,36,15,Brooklyn,6
40.6,-74,6,2,1,56.05,20,10.25,0,0.5,0.5,66,0,64,3,7,6,30,32,36,15,Brooklyn,14
40.6,-74,7,3,1,41.13,29.33,13.05,0,0.33,0.67,66,0,64,3,7,6,30,32,36,15,Brooklyn,8
40.6,-74,8,2,1.5,53.82,716,14.83,0,1,0,66,0,64,3,7,6,30,32,36,15,Brooklyn,2
40.6,-74,9,2,1,19,16,3.16,0,0.5,0.5,66,0,64,3,7,6,30,32,36,15,Brooklyn,15
40.6,-74.01,1,1,1,16.8,11,3.97,0,0,1,20,0,118,7,13,13,48,73,52,31,Brooklyn,9
40.6,-74.01,10,1,1,50.84,43,10.8,0,1,0,20,0,118,7,13,13,48,73,52,31,Brooklyn,18
40.6,-74.01,18,1,1,9.3,38,4.2,0,0,1,20,0,118,7,13,13,48,73,52,31,Brooklyn,22
40.6,-74.01,2,1,1,7.8,3,1.5,0,0,1,20,0,118,7,13,13,48,73,52,31,Brooklyn,11
40.6,-74.01,22,1,2,0.3,2,1.9,0,0,0,20,0,118,7,13,13,48,73,52,31,Brooklyn,16
40.6,-74.01,5,1,1,95.63,32,19.24,0,0,1,20,0,118,7,13,13,48,73,52,31,Brooklyn,20
40.6,-74.01,6,1,1,81.84,46,27.69,0,0,1,20,0,118,7,13,13,48,73,52,31,Brooklyn,14
40.6,-74.03,14,1,2,75.84,49,18.3,1,1,0,20,0,118,7,13,13,48,73,52,31,Brooklyn,4
40.6,-74.03,20,3,1,11.28,9,1.57,0,1,0,20,0,118,7,13,13,48,73,52,31,Brooklyn,29
40.6,-74.03,21,4,1,19.75,11.25,4.15,0,0.75,0.25,20,0,118,7,13,13,48,73,52,31,Brooklyn,19
40.6,-74.05,19,1,5,50.16,36,13.09,0,1,0,9,0,12,3,9,1,18,32,48,7,Staten Island,12
40.6,-74.05,7,1,1,31.88,10,7,0,0,1,9,0,12,3,9,1,18,32,48,7,Staten Island,8
40.6,-74.06,1,1,1,14.8,10,4,0,0,1,9,0,12,3,9,1,18,32,48,7,Staten Island,9
40.6,-74.06,17,1,1,20.3,0,14.7,0,0,1,9,0,12,3,9,1,18,32,48,7,Staten Island,1
40.6,-74.06,22,1,1,7.8,5,1.49,0,0,1,9,0,12,3,9,1,18,32,48,7,Staten Island,16
40.6,-74.06,3,1,1,16.88,3,3.37,0,1,0,9,0,12,3,9,1,18,32,48,7,Staten Island,24
40.6,-74.06,4,1,1,20.8,15,5.8,0,0,1,9,0,12,3,9,1,18,32,48,7,Staten Island,6
40.6,-74.08,1,1,1,8.3,5,1.59,0,0,1,9,0,12,3,9,1,18,32,48,7,Staten Island,9
40.6,-74.08,22,1,3,32.76,27,7.4,0,1,0,9,0,12,3,9,1,18,32,48,7,Staten Island,16
40.6,-74.08,3,1,1,22.8,14,5,0,1,0,9,0,12,3,9,1,18,32,48,7,Staten Island,24
40.6,-74.12,11,1,1,11.16,7,1.98,0,1,0,21,0,28,3,13,2,32,33,88,17,Staten Island,25
40.6,-74.15,4,1,1,20.3,8,5.1,0,1,0,17,0,36,1,5,3,35,20,131,19,Staten Island,6
40.6,-74.18,3,1,2,15.3,10,4.2,0,0,1,10,0,83,1,6,3,17,14,78,7,Staten Island,24
40.6,-74.22,14,1,1,52.8,67,16.3,1,0,1,3,0,21,0,2,0,15,4,17,1,Linden,4
40.6,-74.22,19,1,1,12.3,15,1.4,0,0,1,3,0,21,0,2,0,15,4,17,1,Linden,12
40.6,-74.22,20,2,1,21.36,13,4.9,0,1,0,3,0,21,0,2,0,15,4,17,1,Linden,29
40.6,-74.23,11,1,1,26.8,31,6.4,0,0,1,3,0,21,0,2,0,15,4,17,1,Linden,23
40.6,-74.23,13,1,1,29.8,31,8.3,0,0,1,3,0,21,0,2,0,15,4,17,1,Linden,10
40.6,-74.23,20,1,1,20.16,11,4.9,0,1,0,3,0,21,0,2,0,15,4,17,1,Linden,29
40.6,-74.26,12,1,1,15.96,6,4,0,1,0,11,0,152,0,8,1,33,15,146,20,Linden,17
40.61,-73.73,14,1,1,6.8,5,0.8,0,0,1,19,0,153,1,10,5,17,16,136,23,Inwood,4
40.61,-73.73,16,1,1,4.3,0,7.4,0,0,0,19,0,153,1,10,5,17,16,136,23,Inwood,3
40.61,-73.73,23,2,1.5,40.57,21.5,10.8,0,1,0,19,0,153,1,10,5,17,16,136,23,Inwood,28
40.61,-73.73,8,1,1,0.3,1,0.1,0,0,0,19,0,153,1,10,5,17,16,136,23,Inwood,2
40.61,-73.75,17,1,3,121.34,151,26.8,0,1,0,19,0,153,1,10,5,17,16,136,23,Inwood,1
40.61,-73.75,19,1,6,28.8,26,7.7,0,0,1,19,0,153,1,10,5,17,16,136,23,Inwood,12
40.61,-73.75,2,1,1,14.65,8,2.7,0,1,0,19,0,153,1,10,5,17,16,136,23,Inwood,11
40.61,-73.76,10,2,1,10.05,13,1.2,0,0,0.5,19,0,153,1,10,5,17,16,136,23,Inwood,18
40.61,-73.76,11,1,1,9.36,7,1.1,0,1,0,19,0,153,1,10,5,17,16,136,23,Inwood,25
40.61,-73.76,12,3,1,13.97,15.33,1.73,0,0.67,0.33,19,0,153,1,10,5,17,16,136,23,Inwood,17
40.61,-73.76,13,1,1,42.25,34,9.3,0,1,0,19,0,153,1,10,5,17,16,136,23,Inwood,10
40.61,-73.76,9,1,1,8.16,6,0.9,0,1,0,19,0,153,1,10,5,17,16,136,23,Inwood,15
40.61,-73.79,18,1,2,70,59,22,1,1,0,0,0,4,0,0,0,5,9,2,0,Queens,22
40.61,-73.8,22,1,1,70.01,34,19.33,1,1,0,0,0,4,0,0,0,5,9,2,0,Queens,16
40.61,-73.81,1,1,1,11.8,4,2.38,0,1,0,2,0,8,3,2,0,14,5,5,1,Queens,9
40.61,-73.81,15,1,1,5.8,3,0.9,0,0,1,2,0,8,3,2,0,14,5,5,1,Queens,13
40.61,-73.83,13,1,4,44.8,38,12.21,0,1,0,2,0,8,3,2,0,14,5,5,1,Queens,10
40.61,-73.86,5,1,1,8.8,4,2.2,0,0,1,0,0,1,0,0,0,1,1,0,0,Brooklyn,20
40.61,-73.87,20,1,4,68.34,36,17.4,1,1,0,0,0,1,0,0,0,1,1,0,0,Brooklyn,29
40.61,-73.89,19,1,2,14.3,16,2.57,0,1,0,12,0,120,0,15,2,24,31,129,3,Brooklyn,12
40.61,-73.9,1,1,1,18.8,17,4.87,0,0,1,12,0,120,0,15,2,24,31,129,3,Brooklyn,9
40.61,-73.9,12,1,2,63.36,97,34.3,1,1,0,12,0,120,0,15,2,24,31,129,3,Brooklyn,17
40.61,-73.9,13,4,1.5,76.65,33,28,0,0.25,0.25,12,0,120,0,15,2,24,31,129,3,Brooklyn,10
40.61,-73.9,14,1,1,0.3,0,0.8,0,0,1,12,0,120,0,15,2,24,31,129,3,Brooklyn,4
40.61,-73.9,17,3,2.67,55.44,30,15.46,0.67,1,0,12,0,120,0,15,2,24,31,129,3,Brooklyn,1
40.61,-73.9,18,2,1,163.55,67,34.75,0,0.5,0.5,12,0,120,0,15,2,24,31,129,3,Brooklyn,22
40.61,-73.9,19,1,1,0.31,97,70.6,0,0,0,12,0,120,0,15,2,24,31,129,3,Brooklyn,12
40.61,-73.9,20,2,3,26.3,22,6.31,0,0.5,0.5,12,0,120,0,15,2,24,31,129,3,Brooklyn,29
40.61,-73.9,21,2,1,64.41,28.5,19.91,0.5,1,0,12,0,120,0,15,2,24,31,129,3,Brooklyn,19
40.61,-73.9,22,1,1,8.8,6,1.8,0,1,0,12,0,120,0,15,2,24,31,129,3,Brooklyn,16
40.61,-73.9,23,1,1,0.3,42,34,0,0,1,12,0,120,0,15,2,24,31,129,3,Brooklyn,0
40.61,-73.9,3,2,1,27.05,9.5,9.31,0,0.5,0.5,12,0,120,0,15,2,24,31,129,3,Brooklyn,24
40.61,-73.9,4,1,1,12.05,7,1.9,0,1,0,12,0,120,0,15,2,24,31,129,3,Brooklyn,6
40.61,-73.9,7,2,1,38.75,30.5,10.75,0.5,1,0,12,0,120,0,15,2,24,31,129,3,Brooklyn,8
40.61,-73.9,8,1,1,20.8,34,2.2,0,0,1,12,0,120,0,15,2,24,31,129,3,Brooklyn,2
40.61,-73.92,0,3,2.67,14.47,11.67,3.74,0,0,1,12,0,120,0,15,2,24,31,129,3,Brooklyn,7
40.61,-73.92,1,1,6,25.8,28,6.71,0,0,1,12,0,120,0,15,2,24,31,129,3,Brooklyn,9
40.61,-73.92,10,2,1,14.05,14.5,3.3,0,0.5,0.5,12,0,120,0,15,2,24,31,129,3,Brooklyn,18
40.61,-73.92,12,3,1,22.13,22,5.86,0,0.33,0.67,12,0,120,0,15,2,24,31,129,3,Brooklyn,17
40.61,-73.92,13,1,1,18.3,11,5.8,0,0,1,12,0,120,0,15,2,24,31,129,3,Brooklyn,10
40.61,-73.92,14,1,1,51.3,49,15,0,1,0,12,0,120,0,15,2,24,31,129,3,Brooklyn,4
40.61,-73.92,15,2,1,34.03,10,9.45,0,0.5,0.5,12,0,120,0,15,2,24,31,129,3,Brooklyn,13
40.61,-73.92,16,1,1,45.35,20,12.9,0,1,0,12,0,120,0,15,2,24,31,129,3,Brooklyn,3
40.61,-73.92,17,1,1,23.3,29,4.91,0,1,0,12,0,120,0,15,2,24,31,129,3,Brooklyn,1
40.61,-73.92,18,1,1,44.3,25,16.6,0,0,1,12,0,120,0,15,2,24,31,129,3,Brooklyn,22
40.61,-73.92,19,1,1,24.88,17,6.81,0,0,1,12,0,120,0,15,2,24,31,129,3,Brooklyn,12
40.61,-73.92,2,1,1,18.3,17,4.6,0,0,1,12,0,120,0,15,2,24,31,129,3,Brooklyn,11
40.61,-73.92,21,2,1,6.3,2.5,1.71,0,0,1,12,0,120,0,15,2,24,31,129,3,Brooklyn,19
40.61,-73.92,22,2,1,15.55,15.5,3.65,0,0,1,12,0,120,0,15,2,24,31,129,3,Brooklyn,16
40.61,-73.92,23,3,1.33,37.97,23.67,12.84,0,0,1,12,0,120,0,15,2,24,31,129,3,Brooklyn,0
40.61,-73.92,6,1,2,35.84,23,9.93,0,0,1,12,0,120,0,15,2,24,31,129,3,Brooklyn,14
40.61,-73.92,7,2,1,22.59,27,4.09,0,0.5,0.5,12,0,120,0,15,2,24,31,129,3,Brooklyn,8
40.61,-73.92,9,1,1,15.8,16,3.59,0,0,1,12,0,120,0,15,2,24,31,129,3,Brooklyn,15
40.61,-73.93,0,3,3.33,27.43,20.67,7.2,0,0.67,0.33,48,0,62,7,15,9,42,49,40,21,Brooklyn,7
40.61,-73.93,1,10,1.4,26.22,15.8,8.37,0,0.2,0.7,48,0,62,7,15,9,42,49,40,21,Brooklyn,9
40.61,-73.93,14,1,1,32.89,31,6.1,0,1,0,48,0,62,7,15,9,42,49,40,21,Brooklyn,4
40.61,-73.93,15,2,3.5,39.71,32.5,8.48,0,0.5,0.5,48,0,62,7,15,9,42,49,40,21,Brooklyn,13
40.61,-73.93,17,2,3,46.07,33,7.98,0,0.5,0.5,48,0,62,7,15,9,42,49,40,21,Brooklyn,1
40.61,-73.93,18,1,1,48.34,37,12.69,0,1,0,48,0,62,7,15,9,42,49,40,21,Brooklyn,22
40.61,-73.93,19,2,3,39.82,30.5,12.19,0,0,1,48,0,62,7,15,9,42,49,40,21,Brooklyn,12
40.61,-73.93,2,4,1,20.24,14.75,5.3,0,0.5,0.5,48,0,62,7,15,9,42,49,40,21,Brooklyn,11
40.61,-73.93,20,1,1,11.8,7,2.19,0,1,0,48,0,62,7,15,9,42,49,40,21,Brooklyn,29
40.61,-73.93,22,2,1,7.15,4,10.75,0,0.5,0.5,48,0,62,7,15,9,42,49,40,21,Brooklyn,16
40.61,-73.93,23,2,1,15.63,13.5,3.65,0,0.5,0.5,48,0,62,7,15,9,42,49,40,21,Brooklyn,0
40.61,-73.93,3,3,1,14.47,12.67,3.57,0,0,1,48,0,62,7,15,9,42,49,40,21,Brooklyn,24
40.61,-73.93,4,2,1.5,10.3,6.5,2.48,0,0.5,0.5,48,0,62,7,15,9,42,49,40,21,Brooklyn,6
40.61,-73.93,5,2,1.5,15.55,10,3.98,0,0.5,0.5,48,0,62,7,15,9,42,49,40,21,Brooklyn,20
40.61,-73.93,6,3,1,23.48,17.67,11.28,0,0,0.67,48,0,62,7,15,9,42,49,40,21,Brooklyn,14
40.61,-73.93,8,2,3,38.55,19,13.79,0,0.5,0.5,48,0,62,7,15,9,42,49,40,21,Brooklyn,2
40.61,-73.94,0,3,1,37.79,32,10.17,0,0.33,0.67,48,0,62,7,15,9,42,49,40,21,Brooklyn,7
40.61,-73.94,1,5,3.4,11.68,7.2,2.07,0,0.6,0.4,48,0,62,7,15,9,42,49,40,21,Brooklyn,9
40.61,-73.94,13,1,1,12.05,8,1.7,0,1,0,48,0,62,7,15,9,42,49,40,21,Brooklyn,10
40.61,-73.94,15,5,1.2,28.72,29.4,5.96,0,0.2,0.8,48,0,62,7,15,9,42,49,40,21,Brooklyn,13
40.61,-73.94,16,1,1,18.3,22,2.8,0,1,0,48,0,62,7,15,9,42,49,40,21,Brooklyn,3
40.61,-73.94,18,1,1,19.8,22,5,0,0,1,48,0,62,7,15,9,42,49,40,21,Brooklyn,22
