pickup lat, pickup lon, hour, count, passengers, fare, trip time, trip distance, JFK trips, credit payments, cash payments,coffee,trending,food,sights,arts,specials,topPicks,outdoors,shops,drinks,neighborhood,cluster
40.64,-73.97,21,27,1.7,23.43,16.63,5.87,0,0.74,0.26,71,2,167,37,52,19,55,45,118,90,Brooklyn,19
40.64,-73.97,22,28,1.54,25.67,19.5,6.52,0,0.57,0.43,71,2,167,37,52,19,55,45,118,90,Brooklyn,16
40.64,-73.97,23,43,1.6,19.75,15.21,4.75,0,0.53,0.47,71,2,167,37,52,19,55,45,118,90,Brooklyn,0
40.64,-73.97,3,18,2.11,14.02,9.83,4.02,0,0.33,0.61,71,2,167,37,52,19,55,45,118,90,Brooklyn,24
40.64,-73.97,4,13,1.92,23.51,15.62,5.73,0,0.62,0.38,71,2,167,37,52,19,55,45,118,90,Brooklyn,6
40.64,-73.97,5,23,1.65,32.31,19.44,8.42,0,0.7,0.3,71,2,167,37,52,19,55,45,118,90,Brooklyn,20
40.64,-73.97,6,67,1.37,21.01,13.28,5.37,0,0.57,0.43,71,2,167,37,52,19,55,45,118,90,Brooklyn,21
40.64,-73.97,7,74,1.5,23.55,18.09,5.31,0,0.77,0.23,71,2,167,37,52,19,55,45,118,90,Brooklyn,8
40.64,-73.97,8,66,1.62,21.45,18.15,4.49,0,0.73,0.27,71,2,167,37,52,19,55,45,118,90,Brooklyn,2
40.64,-73.97,9,24,1.62,15.65,13.96,3.36,0,0.42,0.58,71,2,167,37,52,19,55,45,118,90,Brooklyn,15
40.64,-73.98,0,11,1.09,12.52,9.09,2.33,0,0.18,0.82,71,2,167,37,52,19,55,45,118,90,Brooklyn,7
40.64,-73.98,1,13,2.31,19.1,11.31,3.97,0,0.46,0.54,71,2,167,37,52,19,55,45,118,90,Brooklyn,9
40.64,-73.98,10,7,1.14,36.43,42.14,10.22,0,0.57,0.43,71,2,167,37,52,19,55,45,118,90,Brooklyn,18
40.64,-73.98,11,7,2.43,11.57,7.86,2.61,0,0.43,0.57,71,2,167,37,52,19,55,45,118,90,Brooklyn,23
40.64,-73.98,12,7,1.71,21.03,18.71,4.57,0,0.43,0.57,71,2,167,37,52,19,55,45,118,90,Brooklyn,17
40.64,-73.98,13,6,1.67,34.07,35.17,9.01,0,0.33,0.67,71,2,167,37,52,19,55,45,118,90,Brooklyn,10
40.64,-73.98,14,6,1.17,31.24,34.17,6.16,0,0.83,0.17,71,2,167,37,52,19,55,45,118,90,Brooklyn,4
40.64,-73.98,15,6,1,25.77,23.83,5.21,0,0.67,0.33,71,2,167,37,52,19,55,45,118,90,Brooklyn,13
40.64,-73.98,16,9,1.44,12.18,10.33,2.25,0,0.44,0.56,71,2,167,37,52,19,55,45,118,90,Brooklyn,3
40.64,-73.98,17,12,1.17,22.95,18.67,5.08,0,0.42,0.58,71,2,167,37,52,19,55,45,118,90,Brooklyn,1
40.64,-73.98,18,7,1,17.18,17.14,3.67,0,0.43,0.57,71,2,167,37,52,19,55,45,118,90,Brooklyn,22
40.64,-73.98,19,8,1.63,22.41,17.75,5.59,0,0.25,0.75,71,2,167,37,52,19,55,45,118,90,Brooklyn,12
40.64,-73.98,2,19,1.53,13.99,10.47,3.37,0,0.21,0.79,71,2,167,37,52,19,55,45,118,90,Brooklyn,11
40.64,-73.98,20,14,1.5,19.9,15.29,4.24,0,0.5,0.5,71,2,167,37,52,19,55,45,118,90,Brooklyn,29
40.64,-73.98,21,9,1.33,24.05,16.22,6.1,0,0.56,0.44,71,2,167,37,52,19,55,45,118,90,Brooklyn,19
40.64,-73.98,22,13,1.62,15.11,12.46,3.4,0,0.62,0.38,71,2,167,37,52,19,55,45,118,90,Brooklyn,16
40.64,-73.98,23,15,1.53,21.75,14.93,5.91,0,0.53,0.47,71,2,167,37,52,19,55,45,118,90,Brooklyn,0
40.64,-73.98,3,13,2.08,14.7,8.92,3.24,0,0.46,0.54,71,2,167,37,52,19,55,45,118,90,Brooklyn,24
40.64,-73.98,4,13,1.15,14.05,10.38,3.25,0,0.31,0.69,71,2,167,37,52,19,55,45,118,90,Brooklyn,6
40.64,-73.98,5,8,1.13,15.14,11.75,4.46,0,0.25,0.63,71,2,167,37,52,19,55,45,118,90,Brooklyn,20
40.64,-73.98,6,6,1,20.45,14.67,5.28,0,0.83,0.17,71,2,167,37,52,19,55,45,118,90,Brooklyn,21
40.64,-73.98,7,13,1.69,17.29,95.15,3.93,0,0.31,0.69,71,2,167,37,52,19,55,45,118,90,Brooklyn,8
40.64,-73.98,8,14,1.64,15.45,15,2.89,0,0.5,0.5,71,2,167,37,52,19,55,45,118,90,Brooklyn,2
40.64,-73.98,9,8,2.13,13.7,12,2.9,0,0.5,0.5,71,2,167,37,52,19,55,45,118,90,Brooklyn,15
40.64,-74,0,2,2.5,10.43,9,1.7,0,0.5,0.5,71,2,167,37,52,19,55,45,118,90,Brooklyn,7
40.64,-74,1,5,1.2,15.32,13,2.73,0,0.6,0.4,71,2,167,37,52,19,55,45,118,90,Brooklyn,9
40.64,-74,11,2,1,22.26,18,4.5,0,1,0,71,2,167,37,52,19,55,45,118,90,Brooklyn,25
40.64,-74,12,1,1,10.3,8,1.8,0,1,0,71,2,167,37,52,19,55,45,118,90,Brooklyn,17
40.64,-74,13,3,2.33,26.89,29,5.82,0,0.33,0.67,71,2,167,37,52,19,55,45,118,90,Brooklyn,10
40.64,-74,14,4,3.25,36.29,39.5,9.37,0,0.5,0.5,71,2,167,37,52,19,55,45,118,90,Brooklyn,4
40.64,-74,15,3,1,18.52,22,3.45,0,0.67,0.33,71,2,167,37,52,19,55,45,118,90,Brooklyn,13
40.64,-74,16,2,1.5,12.38,10.5,2.02,0,0.5,0.5,71,2,167,37,52,19,55,45,118,90,Brooklyn,3
40.64,-74,17,2,1.5,15.3,17,3.33,0,0,1,71,2,167,37,52,19,55,45,118,90,Brooklyn,1
40.64,-74,18,1,1,36.8,47,8,0,0,1,71,2,167,37,52,19,55,45,118,90,Brooklyn,22
40.64,-74,2,2,1,15.55,14.5,3.78,0,0,1,71,2,167,37,52,19,55,45,118,90,Brooklyn,11
40.64,-74,20,2,1,19.73,21.5,4.53,0,0.5,0.5,71,2,167,37,52,19,55,45,118,90,Brooklyn,29
40.64,-74,21,2,1,18.3,17,4.25,0,0.5,0.5,71,2,167,37,52,19,55,45,118,90,Brooklyn,19
40.64,-74,22,2,1.5,23.82,17,5.81,0,0.5,0.5,71,2,167,37,52,19,55,45,118,90,Brooklyn,16
40.64,-74,3,1,1,10.56,7,1.8,0,1,0,71,2,167,37,52,19,55,45,118,90,Brooklyn,24
40.64,-74,4,6,1.83,36.15,17.67,7.71,0,0.67,0.33,71,2,167,37,52,19,55,45,118,90,Brooklyn,6
40.64,-74,6,1,1,21.95,20,4.6,0,1,0,71,2,167,37,52,19,55,45,118,90,Brooklyn,21
40.64,-74,7,1,1,20.15,21,3.2,0,1,0,71,2,167,37,52,19,55,45,118,90,Brooklyn,8
40.64,-74,8,4,1.5,13.82,11.25,2.57,0,0.75,0.25,71,2,167,37,52,19,55,45,118,90,Brooklyn,2
40.64,-74.01,0,30,1.33,18.17,13.5,4.07,0,0.37,0.63,9,0,42,6,24,4,24,37,16,17,Brooklyn,7
40.64,-74.01,1,20,2.2,11,7.5,2.24,0,0.3,0.7,9,0,42,6,24,4,24,37,16,17,Brooklyn,9
40.64,-74.01,10,15,1.67,18.24,15.8,4.75,0.07,0.27,0.73,9,0,42,6,24,4,24,37,16,17,Brooklyn,18
40.64,-74.01,11,6,2.83,17.59,14,3.79,0,0.5,0.5,9,0,42,6,24,4,24,37,16,17,Brooklyn,23
40.64,-74.01,12,5,1.6,25.24,22.6,5.76,0,0.6,0.4,9,0,42,6,24,4,24,37,16,17,Brooklyn,17
40.64,-74.01,13,8,1.13,19.43,18.75,4.11,0,0.25,0.75,9,0,42,6,24,4,24,37,16,17,Brooklyn,10
40.64,-74.01,14,7,2.43,24.49,18.71,6.59,0,0.43,0.57,9,0,42,6,24,4,24,37,16,17,Brooklyn,4
40.64,-74.01,15,5,1,36.83,42,9.04,0,0.6,0.4,9,0,42,6,24,4,24,37,16,17,Brooklyn,13
40.64,-74.01,16,7,1,16.88,15.29,3.18,0,0.29,0.71,9,0,42,6,24,4,24,37,16,17,Brooklyn,3
40.64,-74.01,17,6,1,12.22,9.33,3.38,0,0.17,0.84,9,0,42,6,24,4,24,37,16,17,Brooklyn,1
40.64,-74.01,18,8,1.63,33.17,22.38,6.98,0.13,0.75,0.25,9,0,42,6,24,4,24,37,16,17,Brooklyn,22
40.64,-74.01,19,4,1.5,37.57,37.75,10.46,0,0.25,0.5,9,0,42,6,24,4,24,37,16,17,Brooklyn,12
40.64,-74.01,2,13,1.54,13.75,9.31,3.09,0,0.31,0.69,9,0,42,6,24,4,24,37,16,17,Brooklyn,11
40.64,-74.01,20,7,1.14,24.84,17.86,7.23,0,0.29,0.71,9,0,42,6,24,4,24,37,16,17,Brooklyn,29
40.64,-74.01,21,9,1.11,16.04,7.11,3.92,0,0.44,0.44,9,0,42,6,24,4,24,37,16,17,Brooklyn,19
40.64,-74.01,22,10,2,24.69,19.2,5.75,0,0.2,0.8,9,0,42,6,24,4,24,37,16,17,Brooklyn,16
40.64,-74.01,23,21,1.48,24.01,17.91,5.95,0,0.52,0.48,9,0,42,6,24,4,24,37,16,17,Brooklyn,0
40.64,-74.01,3,10,1.3,16.71,15.2,4.67,0,0.2,0.7,9,0,42,6,24,4,24,37,16,17,Brooklyn,24
40.64,-74.01,4,10,1.5,21.23,14.2,5.51,0,0.5,0.5,9,0,42,6,24,4,24,37,16,17,Brooklyn,6
40.64,-74.01,5,10,2.3,14.25,10,3.51,0,0,1,9,0,42,6,24,4,24,37,16,17,Brooklyn,20
40.64,-74.01,6,10,1.5,17.31,14.7,3.64,0,0.6,0.4,9,0,42,6,24,4,24,37,16,17,Brooklyn,21
40.64,-74.01,7,18,1.72,27.31,21.72,6.51,0,0.72,0.28,9,0,42,6,24,4,24,37,16,17,Brooklyn,8
40.64,-74.01,8,8,1.75,13.37,11.25,2.5,0,0.63,0.38,9,0,42,6,24,4,24,37,16,17,Brooklyn,2
40.64,-74.01,9,12,2,13.85,15.17,3.06,0,0.25,0.75,9,0,42,6,24,4,24,37,16,17,Brooklyn,15
40.64,-74.03,0,2,2,20.3,10.5,5.42,0,0.5,0.5,9,0,42,6,24,4,24,37,16,17,Brooklyn,7
40.64,-74.03,1,6,1.17,10.99,7.17,2.12,0,0.33,0.67,9,0,42,6,24,4,24,37,16,17,Brooklyn,9
40.64,-74.03,10,2,2,19.82,12,4.98,0,0.5,0.5,9,0,42,6,24,4,24,37,16,17,Brooklyn,18
40.64,-74.03,11,1,5,6.62,2,0.85,0,1,0,9,0,42,6,24,4,24,37,16,17,Brooklyn,25
40.64,-74.03,14,2,3.5,38.41,24.5,9.84,0.5,0.5,0.5,9,0,42,6,24,4,24,37,16,17,Brooklyn,4
40.64,-74.03,15,3,1,17.53,16.67,3.26,0,0.67,0.33,9,0,42,6,24,4,24,37,16,17,Brooklyn,13
40.64,-74.03,16,2,3,38.09,31.5,8.43,0,0.5,0.5,9,0,42,6,24,4,24,37,16,17,Brooklyn,3
40.64,-74.03,17,1,4,23.3,27,5,0,0,1,9,0,42,6,24,4,24,37,16,17,Brooklyn,1
40.64,-74.03,18,1,1,8.8,7,1.18,0,0,1,9,0,42,6,24,4,24,37,16,17,Brooklyn,22
40.64,-74.03,19,1,1,17.8,14,5.2,0,0,1,9,0,42,6,24,4,24,37,16,17,Brooklyn,12
40.64,-74.03,20,2,1,18.05,10,4.02,0,0.5,0.5,9,0,42,6,24,4,24,37,16,17,Brooklyn,29
40.64,-74.03,21,3,1.67,17.62,9.33,3.98,0,0.67,0.33,9,0,42,6,24,4,24,37,16,17,Brooklyn,19
40.64,-74.03,22,3,1.33,21.97,19.67,5.93,0,0.33,0.67,9,0,42,6,24,4,24,37,16,17,Brooklyn,16
40.64,-74.03,23,4,1.25,18.98,11.75,4.89,0,0.5,0.5,9,0,42,6,24,4,24,37,16,17,Brooklyn,0
40.64,-74.03,3,3,1.33,25.55,23.33,6.93,0,0.33,0.67,9,0,42,6,24,4,24,37,16,17,Brooklyn,24
40.64,-74.03,4,3,1.33,25.83,12.33,6.52,0,0.33,0.67,9,0,42,6,24,4,24,37,16,17,Brooklyn,6
40.64,-74.03,6,3,3,11.51,8,2.15,0,1,0,9,0,42,6,24,4,24,37,16,17,Brooklyn,21
40.64,-74.03,7,1,1,60.24,47,11.2,0,1,0,9,0,42,6,24,4,24,37,16,17,Brooklyn,8
40.64,-74.03,9,1,1,0.31,22,4.12,0,0,1,9,0,42,6,24,4,24,37,16,17,Brooklyn,15
40.64,-74.04,23,2,3.5,24.05,13,6.65,0,0.5,0.5,9,0,42,6,24,4,24,37,16,17,Brooklyn,0
40.64,-74.04,4,1,1,22.8,13,7.08,0,0,1,9,0,42,6,24,4,24,37,16,17,Brooklyn,6
40.64,-74.04,8,1,1,68.34,23,10.92,1,1,0,9,0,42,6,24,4,24,37,16,17,Brooklyn,2
40.64,-74.08,0,1,1,36.3,26,12.5,0,0,1,3,0,12,2,4,0,23,8,2,1,Jersey City,7
40.64,-74.08,15,1,5,16.8,21,3.41,0,0,1,3,0,12,2,4,0,23,8,2,1,Jersey City,13
40.64,-74.08,2,2,3,12.8,9.5,3.22,0,0,1,3,0,12,2,4,0,23,8,2,1,Jersey City,11
40.64,-74.08,21,1,1,8.3,5,1.61,0,0,1,3,0,12,2,4,0,23,8,2,1,Jersey City,19
40.64,-74.09,7,2,1,27.3,23.5,8.45,0,0,1,9,0,30,2,12,5,32,22,134,16,Bayonne,8
40.64,-74.11,16,1,2,14.8,18,3,0,0,1,9,0,30,2,12,5,32,22,134,16,Bayonne,3
40.64,-74.11,17,1,1,27.04,26,4.3,0,1,0,9,0,30,2,12,5,32,22,134,16,Bayonne,1
40.64,-74.11,6,1,1,18.96,8,4.9,0,1,0,9,0,30,2,12,5,32,22,134,16,Bayonne,21
40.64,-74.11,7,1,1,26.16,16,6.6,0,1,0,9,0,30,2,12,5,32,22,134,16,Bayonne,8
40.64,-74.12,5,1,1,29.3,21,9.4,0,0,1,9,0,30,2,12,5,32,22,134,16,Bayonne,20
40.64,-74.14,2,1,1,41.8,27,13.9,0,0,1,7,0,107,1,4,2,21,26,87,13,Bayonne,11
40.64,-74.14,5,2,1,39.15,15,9.4,0.5,0.5,0.5,7,0,107,1,4,2,21,26,87,13,Bayonne,20
40.64,-74.18,16,1,2,27.96,30,4.4,0,1,0,11,0,151,0,10,1,30,10,180,7,Elizabeth,3
40.64,-74.2,1,1,1,0.3,3,4.1,0,0,0,11,0,151,0,10,1,30,10,180,7,Elizabeth,9
40.64,-74.2,12,1,1,28.68,63,19.3,0,0,1,11,0,151,0,10,1,30,10,180,7,Elizabeth,17
40.64,-74.2,13,1,1,30.38,23,15.8,0,0,1,11,0,151,0,10,1,30,10,180,7,Elizabeth,10
40.64,-74.2,21,1,1,0.3,2,1,0,0,1,11,0,151,0,10,1,30,10,180,7,Elizabeth,19
40.64,-74.23,12,1,1,121.63,38,31.44,0,0,1,18,0,35,0,8,0,43,24,150,31,Elizabeth,17
40.64,-74.23,8,1,1,41.3,47,12.3,0,0,1,18,0,35,0,8,0,43,24,150,31,Elizabeth,2
40.64,-74.34,9,1,1,9.8,8,1.5,0,1,0,15,0,38,0,5,5,56,21,24,11,Westfield,15
40.65,-73.53,7,1,1,120.3,1,13.2,0,1,0,24,0,45,0,13,5,33,29,140,15,Merrick,8
40.65,-73.55,6,2,1,7.83,6,1.06,0,0.5,0.5,24,0,45,0,13,5,33,29,140,15,Merrick,14
40.65,-73.55,7,3,1,34.57,25.67,7.72,0.33,1,0,24,0,45,0,13,5,33,29,140,15,Merrick,8
40.65,-73.55,8,3,1,12.42,13,1.63,0,1,0,24,0,45,0,13,5,33,29,140,15,Merrick,2
40.65,-73.62,10,1,1,0.3,3,0.8,0,0,1,21,0,36,0,6,5,35,15,104,22,Baldwin,18
40.65,-73.67,20,1,1,15.8,13,3.8,0,0,0,24,0,55,1,9,4,65,25,156,31,Lynbrook,29
40.65,-73.7,11,1,4,129.84,0,21.2,0,1,0,17,0,26,0,3,4,34,18,31,7,Valley Stream,25
40.65,-73.7,16,1,1,22.8,24,5.28,0,0,1,17,0,26,0,3,4,34,18,31,7,Valley Stream,3
40.65,-73.72,14,1,1,53.04,24,14.34,0,1,0,17,0,26,0,3,4,34,18,31,7,Valley Stream,4
40.65,-73.72,15,1,1,23.1,14,5.3,0,1,0,17,0,26,0,3,4,34,18,31,7,Valley Stream,13
40.65,-73.73,12,1,2,97.38,39,26.5,0,0,1,10,0,118,3,9,3,14,12,147,13,Queens,17
40.65,-73.73,13,1,1,16.3,15,4.7,0,0,1,10,0,118,3,9,3,14,12,147,13,Queens,10
40.65,-73.73,15,2,1.5,126.99,95.5,25.8,0,0.5,0.5,10,0,118,3,9,3,14,12,147,13,Queens,13
40.65,-73.73,19,2,1,8.94,4,1.39,0,1,0,10,0,118,3,9,3,14,12,147,13,Queens,12
40.65,-73.73,20,2,1,3.8,0,0.95,0,0,1,10,0,118,3,9,3,14,12,147,13,Queens,29
40.65,-73.73,21,1,1,20.8,14,5.7,0,1,0,10,0,118,3,9,3,14,12,147,13,Queens,19
40.65,-73.73,23,1,1,50.16,36,13.19,0,1,0,10,0,118,3,9,3,14,12,147,13,Queens,28
40.65,-73.73,7,1,1,18.3,13,5.5,0,0,1,10,0,118,3,9,3,14,12,147,13,Queens,8
40.65,-73.75,0,2,1,14.16,10,2.6,0,1,0,10,0,118,3,9,3,14,12,147,13,Queens,7
40.65,-73.75,10,1,1,8.3,6,1.8,0,0,1,10,0,118,3,9,3,14,12,147,13,Queens,18
40.65,-73.75,19,1,1,18.96,19,2.8,0,1,0,10,0,118,3,9,3,14,12,147,13,Queens,12
40.65,-73.75,20,4,1.5,13.55,10.75,2.4,0,0.75,0.25,10,0,118,3,9,3,14,12,147,13,Queens,29
40.65,-73.75,21,4,1.75,11.33,8.75,1.75,0,0.75,0.25,10,0,118,3,9,3,14,12,147,13,Queens,19
40.65,-73.75,22,3,1.33,12.32,9.33,2.2,0,0.67,0.33,10,0,118,3,9,3,14,12,147,13,Queens,16
40.65,-73.75,23,3,2.33,11.13,8.33,2.24,0,0.33,0.67,10,0,118,3,9,3,14,12,147,13,Queens,0
40.65,-73.75,5,1,1,23.8,38,5.02,0,0,1,10,0,118,3,9,3,14,12,147,13,Queens,20
40.65,-73.76,1,1,1,19.8,8,6.47,0,0,1,10,0,118,3,9,3,14,12,147,13,Queens,9
40.65,-73.76,10,2,5.5,23.8,18,7.27,0,0,1,10,0,118,3,9,3,14,12,147,13,Queens,18
40.65,-73.76,11,3,1,35.98,30,8.8,0,0.33,0.67,10,0,118,3,9,3,14,12,147,13,Queens,23
40.65,-73.76,12,4,2.25,54.69,35.5,15.7,0,0.75,0.25,10,0,118,3,9,3,14,12,147,13,Queens,17
40.65,-73.76,13,4,2.5,26.98,24,6.84,0.25,0.25,0.75,10,0,118,3,9,3,14,12,147,13,Queens,10
40.65,-73.76,15,5,1.6,25.59,13.8,4.11,0,0.4,0.6,10,0,118,3,9,3,14,12,147,13,Queens,13
40.65,-73.76,16,3,2,33.47,34,9.97,0,0,1,10,0,118,3,9,3,14,12,147,13,Queens,3
40.65,-73.76,17,3,1.67,63.75,43,14.83,0.33,1,0,10,0,118,3,9,3,14,12,147,13,Queens,1
40.65,-73.76,18,1,1,70,56,18.7,1,1,0,10,0,118,3,9,3,14,12,147,13,Queens,22
40.65,-73.76,2,1,1,8.3,5,1.77,0,0,1,10,0,118,3,9,3,14,12,147,13,Queens,11
40.65,-73.76,23,2,1,71.44,51.5,19.05,1,1,0,10,0,118,3,9,3,14,12,147,13,Queens,28
40.65,-73.76,5,2,1,48.07,24,16.06,0,0,1,10,0,118,3,9,3,14,12,147,13,Queens,20
40.65,-73.76,6,1,1,27.95,26,5.9,0,1,0,10,0,118,3,9,3,14,12,147,13,Queens,21
40.65,-73.76,7,1,6,25,8,3.71,0,1,0,10,0,118,3,9,3,14,12,147,13,Queens,8
40.65,-73.76,8,1,1,16.8,14,4.29,0,0,1,10,0,118,3,9,3,14,12,147,13,Queens,2
40.65,-73.76,9,1,1,10.8,7,2.6,0,0,1,10,0,118,3,9,3,14,12,147,13,Queens,15
40.65,-73.78,0,3925,1.72,53.45,28.72,16.04,0.49,0.63,0.36,29,5,131,3,14,3,55,6,131,28,Queens,7
40.65,-73.78,1,2471,1.7,53.39,26.64,15.83,0.48,0.66,0.33,29,5,131,3,14,3,55,6,131,28,Queens,9
40.65,-73.78,10,2267,1.75,53.93,46.47,16.03,0.55,0.51,0.48,29,5,131,3,14,3,55,6,131,28,Queens,18
40.65,-73.78,11,2810,1.77,57.5,52.06,17.2,0.67,0.53,0.47,29,5,131,3,14,3,55,6,131,28,Queens,23
40.65,-73.78,12,3081,1.76,56.17,52,16.7,0.62,0.53,0.46,29,5,131,3,14,3,55,6,131,28,Queens,17
40.65,-73.78,13,4473,1.81,55.85,53.05,16.87,0.61,0.46,0.52,29,5,131,3,14,3,55,6,131,28,Queens,10
40.65,-73.78,14,4472,1.75,56.87,55.27,16.81,0.62,0.51,0.48,29,5,131,3,14,3,55,6,131,28,Queens,4
40.65,-73.78,15,4303,1.76,56.58,55.28,16.49,0.59,0.54,0.45,29,5,131,3,14,3,55,6,131,28,Queens,13
40.65,-73.78,16,4633,1.76,56.95,54.51,16.34,0.6,0.56,0.43,29,5,131,3,14,3,55,6,131,28,Queens,3
40.65,-73.78,17,4133,1.77,57.07,54.04,16.48,0.61,0.56,0.43,29,5,131,3,14,3,55,6,131,28,Queens,1
40.65,-73.78,18,4496,1.78,56.2,47.14,16.47,0.59,0.54,0.46,29,5,131,3,14,3,55,6,131,28,Queens,22
40.65,-73.78,19,5725,1.76,56.23,40.92,16.56,0.58,0.6,0.4,29,5,131,3,14,3,55,6,131,28,Queens,12
40.65,-73.78,2,542,1.74,53.29,29.58,16,0.46,0.62,0.38,29,5,131,3,14,3,55,6,131,28,Queens,11
40.65,-73.78,20,4806,1.81,54.03,37.47,16.03,0.52,0.57,0.42,29,5,131,3,14,3,55,6,131,28,Queens,29
40.65,-73.78,21,5159,1.77,55.04,36.4,16.49,0.55,0.6,0.39,29,5,131,3,14,3,55,6,131,28,Queens,19
40.65,-73.78,22,5745,1.71,54.44,37.53,16.28,0.55,0.58,0.41,29,5,131,3,14,3,55,6,131,28,Queens,16
40.65,-73.78,23,5436,1.75,53.21,31,16,0.51,0.59,0.4,29,5,131,3,14,3,55,6,131,28,Queens,0
40.65,-73.78,3,273,1.67,52.47,25.01,15.6,0.44,0.63,0.36,29,5,131,3,14,3,55,6,131,28,Queens,24
40.65,-73.78,4,163,1.63,50.94,24.28,15.19,0.45,0.61,0.37,29,5,131,3,14,3,55,6,131,28,Queens,6
40.65,-73.78,5,2454,1.61,56.74,32.35,16.76,0.54,0.72,0.27,29,5,131,3,14,3,55,6,131,28,Queens,20
40.65,-73.78,6,3735,1.66,56.84,46.56,16.5,0.54,0.68,0.31,29,5,131,3,14,3,55,6,131,28,Queens,21
40.65,-73.78,7,3812,1.76,57.77,58.52,16.48,0.58,0.62,0.38,29,5,131,3,14,3,55,6,131,28,Queens,8
40.65,-73.78,8,3190,1.73,54.81,52.46,15.89,0.52,0.58,0.41,29,5,131,3,14,3,55,6,131,28,Queens,2
40.65,-73.78,9,2401,1.77,51.87,44.57,15.48,0.48,0.51,0.48,29,5,131,3,14,3,55,6,131,28,Queens,15
40.65,-73.79,0,2681,1.68,53.72,29.67,15.5,0.52,0.66,0.34,29,5,131,3,14,3,55,6,131,28,Queens,7
40.65,-73.79,1,1898,1.75,52.51,26.3,15.2,0.5,0.69,0.31,29,5,131,3,14,3,55,6,131,28,Queens,9
40.65,-73.79,10,1256,1.78,54.71,49.39,16.1,0.62,0.51,0.49,29,5,131,3,14,3,55,6,131,28,Queens,18
40.65,-73.79,11,2026,1.7,57.18,53.4,16.65,0.68,0.56,0.43,29,5,131,3,14,3,55,6,131,28,Queens,23
40.65,-73.79,12,1790,1.81,55.39,53.93,16.42,0.66,0.46,0.54,29,5,131,3,14,3,55,6,131,28,Queens,17
40.65,-73.79,13,2628,1.82,57.81,53.98,16.95,0.69,0.5,0.49,29,5,131,3,14,3,55,6,131,28,Queens,10
40.65,-73.79,14,2848,1.84,57.27,56.47,16.7,0.7,0.51,0.49,29,5,131,3,14,3,55,6,131,28,Queens,4
40.65,-73.79,15,2703,1.79,57.83,55.99,16.27,0.67,0.58,0.41,29,5,131,3,14,3,55,6,131,28,Queens,13
40.65,-73.79,16,4048,1.74,57.5,54.61,16.29,0.65,0.58,0.42,29,5,131,3,14,3,55,6,131,28,Queens,3
40.65,-73.79,17,3319,1.82,57.58,54.73,16.61,0.66,0.56,0.43,29,5,131,3,14,3,55,6,131,28,Queens,1
40.65,-73.79,18,2286,1.84,55.17,46.29,15.82,0.63,0.55,0.44,29,5,131,3,14,3,55,6,131,28,Queens,22
40.65,-73.79,19,2790,1.76,54.68,38.52,15.71,0.61,0.59,0.41,29,5,131,3,14,3,55,6,131,28,Queens,12
40.65,-73.79,2,535,1.75,50.21,23.06,14.66,0.43,0.6,0.38,29,5,131,3,14,3,55,6,131,28,Queens,11
40.65,-73.79,20,2817,1.74,55.33,36.82,16.09,0.61,0.6,0.4,29,5,131,3,14,3,55,6,131,28,Queens,29
40.65,-73.79,21,2417,1.75,54.88,35.35,15.85,0.61,0.63,0.37,29,5,131,3,14,3,55,6,131,28,Queens,19
40.65,-73.79,22,3045,1.72,54.2,36.52,15.86,0.55,0.64,0.36,29,5,131,3,14,3,55,6,131,28,Queens,16
40.65,-73.79,23,3083,1.73,54.36,31.16,15.84,0.56,0.64,0.35,29,5,131,3,14,3,55,6,131,28,Queens,0
40.65,-73.79,3,191,1.55,49.08,23.33,15.44,0.34,0.58,0.41,29,5,131,3,14,3,55,6,131,28,Queens,24
40.65,-73.79,4,115,1.67,41.35,23,12.8,0.3,0.43,0.57,29,5,131,3,14,3,55,6,131,28,Queens,6
40.65,-73.79,5,627,1.67,53.94,28.71,15.58,0.5,0.71,0.29,29,5,131,3,14,3,55,6,131,28,Queens,20
40.65,-73.79,6,1553,1.54,58.11,47.15,16.6,0.67,0.61,0.38,29,5,131,3,14,3,55,6,131,28,Queens,21
40.65,-73.79,7,2133,1.72,58.81,59.03,16.57,0.71,0.57,0.42,29,5,131,3,14,3,55,6,131,28,Queens,8
40.65,-73.79,8,1953,1.75,56.43,55.94,16.37,0.7,0.5,0.49,29,5,131,3,14,3,55,6,131,28,Queens,2
40.65,-73.79,9,1637,1.78,56.05,48.01,16.44,0.68,0.5,0.49,29,5,131,3,14,3,55,6,131,28,Queens,15
40.65,-73.8,0,102,1.71,63.06,69.47,17.48,0.86,0.74,0.26,29,5,131,3,14,3,55,6,131,28,Queens,7
40.65,-73.8,1,64,1.7,63.02,25.95,16.81,0.84,0.86,0.13,29,5,131,3,14,3,55,6,131,28,Queens,9
40.65,-73.8,10,55,1.89,61.98,50.85,17.25,0.8,0.54,0.44,29,5,131,3,14,3,55,6,131,28,Queens,18
40.65,-73.8,11,95,1.86,58.65,51.92,16.28,0.88,0.55,0.41,29,5,131,3,14,3,55,6,131,28,Queens,23
40.65,-73.8,12,98,1.89,63.37,55.75,18.15,0.85,0.49,0.49,29,5,131,3,14,3,55,6,131,28,Queens,17
40.65,-73.8,13,120,1.79,64.05,57.81,17.56,0.84,0.4,0.59,29,5,131,3,14,3,55,6,131,28,Queens,10
40.65,-73.8,14,128,1.8,59.14,55.81,16.39,0.84,0.54,0.46,29,5,131,3,14,3,55,6,131,28,Queens,4
