source_cluster,destination_cluster,hour, count, passengers, fare, trip time, trip distance, JFK trips, credit payments, cash payments
21,2,23,1502,1.71,42.78,25.22,11.87,0,0.83,0.16
4,4,23,4,1.25,52.35,13,15.78,0,1,0
17,10,11,3,1,46.06,493,11.05,0,1,0
15,15,9,193,1.83,22.42,19.08,7.82,0.07,0.27,0.65
7,2,20,13,2.08,33.35,18,8.18,0.15,0.54,0.46
10,23,15,955,1.71,28.32,30.92,6,0,0.73,0.26
9,9,10,233,1.64,11.08,14.45,2.04,0,0.41,0.58
23,5,3,6720,1.78,11.3,9.63,1.95,0,0.63,0.37
18,14,15,4,2.5,104.36,67.5,18.4,0,0.5,0.25
21,7,5,31,1.68,13.75,10.03,3.27,0,0.13,0.87
9,20,15,14,1.5,42.59,34.71,9.86,0,0.5,0.5
23,10,12,875,1.78,28.29,31.87,5.77,0,0.72,0.27
7,21,1,18,1.78,16.39,11.67,4.06,0,0.28,0.72
28,10,7,1317,1.68,12.7,13.81,2.32,0,0.54,0.46
5,15,3,491,1.82,62.2,27.04,17.45,0.96,0.59,0.4
2,20,13,46,1.83,47.47,44.48,13.16,0,0.46,0.54
29,10,23,8,1,45.2,32.75,12.84,0.13,0.63,0.38
7,2,8,83,1.76,36.76,33.4,8.71,0.02,0.77,0.23
9,18,22,79,1.38,40,27.05,8.9,0.09,0.87,0.13
5,18,1,15344,1.71,15.13,13.09,3.09,0,0.7,0.29
7,10,1,368,1.68,15.12,18.71,3.35,0,0.42,0.56
18,15,22,75,1.53,62.78,41.11,19.36,0.96,0.61,0.37
7,12,16,1,1,54.35,59,13,0,1,0
21,16,8,2,1.5,133.8,62,28.76,0,0.5,0.5
7,9,14,93,1.72,13.41,12.48,2.63,0,0.38,0.62
13,20,1,2,1,54.59,22.5,18.1,0.5,0.5,0.5
15,5,11,4247,1.81,63.09,62.64,18.35,0.99,0.55,0.45
7,9,6,139,1.73,12.74,9.86,2.8,0,0.35,0.65
18,9,13,146,1.79,42.36,38.64,9.19,0.01,0.69,0.31
20,28,10,102,1.79,12.27,9.54,2.5,0,0.5,0.5
20,5,3,24,1.87,29.92,18.79,8.63,0,0.62,0.38
5,23,19,22230,1.71,13.98,13.94,2.21,0,0.69,0.31
15,6,5,9,1.22,50.43,25,15.56,0,0.44,0.56
20,28,3,58,1.78,11.46,28.79,2.25,0,0.43,0.57
13,5,20,64,2.06,63.76,35.34,15.06,0.97,0.66,0.34
10,23,19,1430,1.73,27.45,26.89,5.81,0,0.8,0.2
20,28,15,84,2.07,12.11,27.59,2.24,0,0.4,0.6
21,26,14,6,1.17,78.17,42,18.95,0,0.5,0.5
3,10,7,71,1.68,31.23,24.92,7.28,0.1,0.58,0.42
23,3,22,229,1.61,48.83,38.24,12.42,0,0.75,0.24
23,5,8,15324,1.6,14.54,15.26,2.36,0,0.79,0.21
23,7,0,285,1.6,34.4,32.59,8.33,0,0.64,0.34
3,12,15,7,1.14,12.88,12.43,2.87,0,0.29,0.71
21,12,16,127,1.75,49.78,48.07,12.44,0,0.53,0.47
15,22,17,44,2.05,45.11,36.93,13.11,0,0.23,0.73
12,10,1,14,1.86,17.82,13.64,4.03,0,0.43,0.5
5,23,3,2830,1.77,11.54,9.11,2.01,0,0.62,0.37
18,2,0,945,1.73,30.26,28.35,7.11,0,0.79,0.21
15,2,17,1090,1.77,62.04,60.4,18.54,0.44,0.69,0.31
5,14,12,14,2,96.71,43.5,19.13,0,0.71,0.29
21,15,6,66,1.67,39.6,22.09,12.2,0.02,0.62,0.38
23,20,8,50,1.38,36.01,55.44,9.68,0,0.78,0.22
9,23,7,15,1.13,48.23,37.07,12.62,0,0.8,0.13
23,21,19,110,1.65,70.27,36.37,13.83,0,0.81,0.18
21,20,9,187,1.72,41.85,27.01,10.73,0,0.49,0.51
9,23,23,22,2.09,47.88,34.14,10.45,0.05,0.82,0.18
9,7,19,120,1.43,13.67,11.05,2.57,0,0.5,0.5
5,29,11,61,1.75,64.65,46.64,17.12,0.08,0.46,0.54
22,29,10,1,3,14.3,19,1.53,0,0,1
15,12,11,115,1.5,38.86,27.17,11.57,0,0.32,0.66
28,2,22,61,2.02,39.99,31.46,10.57,0,0.84,0.15
3,7,0,68,1.71,16.77,33.59,4.01,0,0.28,0.72
5,29,7,29,1.86,70.76,45.28,18.66,0,0.72,0.28
28,28,18,929,1.7,9.96,11.44,1.43,0,0.44,0.55
7,20,11,6,1.33,44.65,41.33,11.48,0,0.33,0.67
12,23,20,4,1,35.37,14.75,5.62,0.25,1,0
3,9,22,49,2.2,19.78,14.67,5.13,0,0.27,0.71
15,21,17,395,1.76,43.44,33.04,12.35,0,0.46,0.53
23,18,9,1018,1.63,20.44,21.48,3.73,0,0.77,0.23
21,22,9,12,1.58,46.37,26.67,12.62,0,0.42,0.58
15,28,17,234,1.56,65.39,53.31,19.01,0.95,0.58,0.42
21,2,1,324,1.7,41.77,20.36,11.88,0,0.84,0.16
15,15,13,336,1.66,19.71,19.65,6.61,0.11,0.28,0.65
1,3,3,2,3.5,25.33,13.5,6.97,0,0.5,0.5
20,5,4,23,2.48,30.53,18.74,8.91,0,0.61,0.35
15,7,9,253,1.88,38.58,31.77,12.34,0,0.26,0.74
5,23,22,17535,1.73,12.84,12.29,2.14,0,0.68,0.32
21,15,5,61,1.71,39.2,17.34,12.09,0.02,0.57,0.43
18,22,12,5,1.2,49.77,40.8,11.66,0,0.2,0.8
3,29,16,9,1.22,15.93,17.22,4.24,0,0.33,0.56
22,10,7,1,1,46.84,34,14.91,0,0,1
15,7,7,337,1.69,44,46.23,12.53,0.01,0.37,0.63
3,21,16,8,1.63,23.16,21,9.9,0,0.38,0.5
20,28,11,105,1.61,11.3,10.13,2.1,0,0.49,0.5
15,17,23,34,1.26,45.12,21.94,12.9,0,0.29,0.68
10,13,10,9,1.22,67.94,38.44,17.76,0.89,0.78,0.22
13,21,5,2,1.5,112.3,204,23.49,0.5,1,0
2,23,21,1929,1.67,12.41,10.71,2.1,0,0.7,0.3
5,8,16,6,1.33,75.15,51.67,18.5,0,0.5,0.5
13,7,10,3,2.33,42.13,44.67,12.47,0,0,1
28,2,7,55,2.06,36.01,31,9.9,0,0.73,0.27
20,10,8,70,1.71,27.32,26.51,5.98,0,0.76,0.24
2,13,16,23,1.52,64.33,77.78,17.74,0.91,0.74,0.26
9,15,20,30,1.4,36.36,20.33,10.21,0.07,0.7,0.3
10,23,11,1164,1.66,28.1,28.42,6.12,0,0.77,0.23
21,12,10,78,1.54,42.91,28.31,11.87,0,0.41,0.59
9,7,10,139,1.48,10.8,8.8,2.25,0,0.4,0.6
5,11,21,33,1.61,67.56,80.06,13.86,0,0.7,0.27
2,28,2,144,1.67,36.44,25.17,10.61,0,0.67,0.33
1,29,23,1,1,68.34,37,22.62,0,1,0
21,17,22,23,1.3,60.02,21.96,13.16,0,0.61,0.39
21,26,9,11,1.45,85.07,34.36,18.7,0,0.36,0.64
18,1,6,19,1.47,38.84,22.53,12.35,0,0.63,0.37
11,5,8,1,1,17.16,19,1.8,0,1,0
2,28,13,56,2.04,37.7,35.73,9.92,0,0.61,0.39
12,11,7,1,1,70.3,9,7.53,0,0,1
5,18,7,11985,1.57,11.89,11.41,2.08,0,0.61,0.39
10,21,19,397,1.74,40.61,22.22,9.04,0,0.81,0.19
10,29,12,15,1.67,49.87,43.13,13.95,0,0.4,0.6
2,20,12,35,1.71,44.77,38.46,12.74,0,0.48,0.52
23,7,22,205,1.6,36.24,34.27,8.54,0,0.79,0.2
23,14,7,2,2,61.52,19.5,10.15,0,0.5,0.5
10,12,16,40,1.88,28.16,30.4,6.87,0,0.42,0.55
23,23,23,2009,1.78,9.87,6.85,1.54,0,0.61,0.37
9,15,18,39,1.44,43.38,32.05,11.95,0.21,0.56,0.44
18,18,1,3972,1.72,9.21,5.83,1.48,0,0.6,0.4
7,23,14,4,2,40.82,43.25,8.66,0,0.5,0.5
29,15,11,3,2.67,17.3,12.33,4.93,0,0,1
7,28,7,27,2.15,31.24,23.45,7.58,0,0.59,0.41
18,12,2,28,1.64,43.43,28.57,12.75,0.04,0.5,0.43
21,26,18,14,1.29,84.67,40.86,19.87,0,0.71,0.21
5,18,12,22531,1.71,14.15,16.71,2.19,0,0.53,0.47
21,26,15,11,1.27,73.07,45.55,15.28,0,0.73,0.27
2,28,17,61,1.89,42.77,44.74,10.33,0,0.6,0.4
3,15,20,7,1.71,34.46,18.57,8.67,0.14,0.43,0.57
22,23,12,2,1,39.08,41,21.3,0.5,0,1
12,12,4,17,1.18,20.93,10.18,5.24,0,0.53,0.41
7,2,1,33,2.33,28.83,20.24,7.8,0,0.61,0.39
22,21,11,1,2,52,33,11.8,0,1,0
5,27,21,5,1.8,105.29,40,20.11,0,0.8,0.2
22,22,8,10,2,11.37,12,1.64,0,0.5,0.5
28,12,17,4,3,40.01,46.5,10.35,0,0.75,0.25
15,21,9,201,1.7,36.58,32.9,11.16,0,0.42,0.58
5,25,7,11,1.27,70.47,32.73,15.35,0,0.45,0.55
5,6,22,30,2.07,80.19,45.9,19.11,0,0.7,0.27
15,8,13,38,1.74,49.15,33.03,14.78,0,0.24,0.74
12,3,0,13,1.92,13.99,10.15,3.27,0,0.31,0.69
10,29,21,35,1.46,53.94,38.91,16.12,0,0.51,0.49
7,15,11,18,1.22,47.4,33.5,13.92,0.39,0.33,0.67
21,18,22,1713,1.77,43.68,27.53,10.08,0,0.81,0.19
10,21,23,45,1.93,35.86,21.36,8.49,0,0.6,0.4
7,29,0,13,1.46,32.3,20.46,10.38,0,0.31,0.69
21,29,8,66,2.02,38.1,27.67,11.98,0,0.36,0.64
2,1,9,6,2,75.21,41.5,16.63,0,0.83,0.17
2,23,16,1281,1.74,14.07,14.65,2.23,0,0.6,0.4
10,22,9,4,3,28.3,84,8.08,0,0,1
28,1,7,2,1,20.3,17,5.81,0,0.5,0.5
13,16,13,1,2,51.3,30,11.57,0,0,1
10,22,14,8,1.63,58.93,48.38,16.16,0,0.5,0.5
20,23,10,13,1,35.79,29.08,9.4,0,0.77,0.23
20,1,12,3,1,18.47,15,4.95,0,0,1
5,28,7,1124,1.56,23.26,22.68,5.71,0,0.66,0.33
3,15,15,27,1.93,35.96,22.7,7.7,0.3,0.33,0.63
3,7,14,32,1.53,17.85,16.41,4.3,0,0.13,0.88
10,12,9,56,1.5,33.04,23.12,8.17,0.02,0.66,0.34
15,26,23,29,1.59,88.73,33.35,20.76,0,0.69,0.31
21,28,2,36,1.42,35.05,15.59,7.79,0,0.75,0.25
23,2,6,942,1.54,10.38,7.77,1.84,0,0.72,0.28
10,28,22,2521,1.71,14.26,12.37,3,0,0.54,0.45
3,7,15,46,1.57,14.6,13.87,3.23,0,0.13,0.87
12,2,20,17,2.06,29.56,20.94,6.34,0.18,0.82,0.18
15,21,13,378,1.92,48.21,37.44,13.62,0.01,0.51,0.48
2,8,19,5,3,72.1,53,20.08,0,0.4,0.6
10,23,16,736,1.68,29.36,30.93,6.02,0,0.77,0.23
15,12,9,152,1.74,36.82,24.88,11.07,0,0.28,0.68
18,15,10,481,1.82,63.98,49.34,19.71,0.99,0.65,0.35
10,1,21,44,1.59,42.95,28.11,12.66,0,0.43,0.55
15,6,7,19,2.32,38.11,31.11,10.71,0,0.21,0.79
21,6,0,13,1.77,55.48,25.77,14.65,0,0.46,0.46
28,23,3,9,1.44,27.45,21.67,7.58,0,0.44,0.56
5,21,14,10221,1.76,52.93,39.12,11.32,0,0.77,0.22
5,8,19,27,1.67,61.34,38.74,16.22,0,0.67,0.33
12,3,3,10,1.4,13.6,9.7,3.07,0,0.5,0.5
18,13,21,12,1.5,63.06,39.58,17.25,0.5,0.83,0.17
15,14,15,8,1.88,86.66,54.25,22.87,0,0.63,0.38
5,26,3,17,1.53,80.02,34,18.54,0.06,0.47,0.53
7,11,14,1,1,101.09,52,12.79,0,0,1
22,5,22,2,1,33.37,22,8.26,0,0.5,0.5
18,4,13,1,5,166.84,50,29.68,0,1,0
20,1,3,11,1.64,19.58,14.64,5.12,0,0.27,0.73
23,20,15,37,1.89,41.68,43.54,10.62,0,0.7,0.27
7,15,9,24,1.63,45.99,26.04,13.15,0.21,0.58,0.42
18,9,10,121,1.98,40.2,34.85,9.37,0.01,0.62,0.38
21,20,5,9,1.78,37.7,18.44,10.37,0,0.33,0.67
5,17,22,33,1.55,69.23,46.52,16.93,0,0.79,0.21
3,28,9,38,1.47,11.41,10.63,2.24,0,0.37,0.61
15,5,5,1237,1.63,65.37,35,18.07,1,0.8,0.2
15,15,12,303,1.62,19.81,18.53,7.42,0.1,0.27,0.69
23,28,0,425,1.8,31.46,25.3,7.81,0,0.76,0.23
2,12,7,45,1.55,21.87,16.38,5.09,0,0.65,0.35
15,6,9,17,1.29,48.45,26.29,11.99,0,0.35,0.65
15,8,18,45,2,50.88,42.13,15.33,0,0.24,0.76
5,21,13,9356,1.75,50.09,33.46,11.1,0,0.77,0.22
12,3,9,7,1.86,12.23,8.29,3.54,0,0.14,0.71
20,3,10,12,1.33,19.21,16.42,4.72,0,0.5,0.5
11,2,14,1,1,8.5,6,1.13,0,1,0
18,7,19,268,1.56,26.99,25.14,5.87,0,0.62,0.37
21,6,14,13,1.54,79.66,45.15,18.3,0,0.46,0.54
5,27,23,12,1.42,81.15,48.25,18.46,0,0.58,0.33
18,21,6,1820,1.64,46.36,24.84,10.88,0,0.8,0.2
20,21,12,13,1.31,46.09,22,11.22,0,0.92,0
18,22,0,8,1.88,61.09,45.25,14.25,0,0.75,0.25
18,9,16,140,1.57,42.92,43.57,8.57,0.01,0.67,0.32
28,15,10,31,2.39,65.68,39.35,18.79,1,0.77,0.19
12,23,12,2,1,61.41,45,17.88,1,0.5,0.5
28,2,20,40,1.75,38.89,29.78,10.44,0,0.73,0.28
20,7,12,1,1,37,22,7.5,0,1,0
13,18,17,17,2.24,62.21,54.88,15.9,1,0.47,0.53
5,25,19,22,1.77,53.56,35.73,15.6,0,0.36,0.64
15,18,7,779,1.81,64.24,68.98,19.93,0.99,0.62,0.37
21,28,21,441,1.84,36.1,19.52,7.92,0,0.78,0.22
28,15,20,19,2.26,65.13,36.53,18.26,0.95,0.74,0.26
21,17,9,14,1.29,42.53,22,11.48,0,0.71,0.29
7,3,12,42,1.62,19.36,16.05,4.79,0,0.33,0.64
18,9,5,147,1.73,34.2,30.15,8.5,0.01,0.64,0.34
23,15,14,332,1.68,64.98,71.51,161.83,0.97,0.75,0.25
20,15,18,10,2.9,62.86,49.6,21.39,0.9,0.5,0.5
21,21,3,39,1.77,16.72,8.16,4.2,0,0.46,0.46
9,1,13,6,1.83,67.99,41.83,14.46,0,0.5,0.5
18,25,23,20,2,45.15,29.25,13.32,0,0.4,0.6
3,29,17,2,1,17.3,18.5,3.54,0,0,1
12,5,16,14,2.36,51.52,46,10.32,0.64,0.72,0.29
21,1,21,104,1.63,47.11,22.69,13.17,0,0.43,0.56
21,20,12,198,1.79,43.22,28.76,10.88,0,0.55,0.44
12,9,3,10,1.7,13.19,9.6,2.68,0,0.5,0.5
13,5,15,87,1.81,64.75,70.17,15.62,1,0.67,0.33
20,23,3,3,3.33,35.24,19,10.11,0,1,0
28,5,7,1005,1.73,23.45,22.73,5.5,0,0.75,0.24
12,12,10,64,1.28,16.08,12.69,3.54,0.02,0.56,0.42
18,2,5,238,1.52,23.59,17.19,6.2,0,0.69,0.31
15,12,7,176,1.56,42.82,34.09,12.38,0.01,0.32,0.67
21,13,10,12,1.42,37.18,20.92,11.11,0.08,0.34,0.67
10,8,13,4,1,46.74,29,11.65,0,0.5,0.5
7,15,1,4,2.25,33.44,17.75,10.95,0,0.25,0.5
20,10,17,52,1.67,27.89,28.08,6.19,0,0.56,0.4
10,28,6,1210,1.56,12.76,10.31,2.71,0,0.64,0.36
7,23,9,18,1.94,39.57,43.78,7.94,0.06,0.72,0.28
23,28,19,193,1.61,30.92,24.27,7.72,0,0.83,0.17
23,2,3,1281,1.75,15.11,13,3.12,0,0.68,0.31
29,21,5,2,1,16.05,9,4.58,0,0.5,0.5
3,2,16,6,1,56.13,46.33,13.18,0.33,1,0
15,17,14,30,1.7,45.22,30.47,11.21,0,0.47,0.5
7,5,13,144,1.8,29.79,29.51,5.54,0.07,0.52,0.48
3,29,0,10,1.9,14.65,10.4,3.72,0,0.2,0.8
23,2,12,2028,1.71,13.13,13.95,2.18,0,0.6,0.4
29,9,0,4,2.25,18.8,14.75,5.31,0,0.25,0.75
21,20,8,140,1.8,43.7,29.91,11.18,0,0.54,0.46
9,18,20,103,1.41,41.67,27.5,8.92,0.07,0.87,0.13
10,13,17,24,1.96,62.55,51.33,15.91,0.71,0.79,0.21
5,22,16,10,1.8,78.83,64.3,15.69,0.1,0.9,0.1
18,11,10,3,2.33,95.7,38.67,13.02,0,0.67,0.33
23,7,15,24,1.88,44.6,52.04,9.8,0,0.83,0.17
13,13,18,4,1.25,17.04,15.75,3.53,0,0.25,0.75
20,18,23,100,1.69,22.71,13.53,5.65,0,0.74,0.26
2,22,1,9,1,60.35,24.67,14.59,0,0.33,0.67
20,2,14,8,2.13,44.68,39.25,12.68,0,0.75,0.25
5,14,2,25,1.84,76.7,88.48,18.49,0,0.64,0.36
5,11,11,12,1.25,73.16,38.75,12.99,0,0.5,0.5
21,13,12,9,2.22,32.59,25.22,9.93,0,0.44,0.56
9,20,12,12,2.17,36.96,23,9.34,0.17,0.33,0.67
5,13,17,98,1.68,65.25,62.18,15.45,0.91,0.82,0.18
28,20,23,428,1.71,16.04,12.26,3.65,0,0.49,0.49
21,23,11,441,1.7,54.92,46.17,12.96,0,0.81,0.19
28,7,14,8,2,39.27,34.5,7.74,0.13,0.63,0.38
18,12,15,19,1.68,52.99,190.68,12.54,0,0.58,0.42
12,10,14,8,1.13,24.36,26.88,5.78,0,0.5,0.5
18,23,9,2053,1.6,19.09,19.22,3.79,0,0.78,0.22
12,1,3,3,1.33,46.52,10.33,7.22,0,1,0
23,23,3,489,1.82,9.48,12.18,1.55,0,0.57,0.42
5,1,10,52,1.62,64.59,40.98,15.95,0,0.6,0.4
3,10,0,47,1.57,30.53,16.96,6.95,0.11,0.55,0.45
5,14,11,5,1.2,81.07,32,14.13,0,0.8,0.2
3,10,6,77,1.43,29.09,20.79,7.1,0.06,0.62,0.36
5,28,15,1352,1.68,27.28,32.82,6.37,0,0.59,0.4
12,29,3,2,1,25.8,13.5,8.35,0,0,1
18,11,20,4,1,80.84,30.75,14.03,0,0.75,0.25
18,1,2,19,2,41.3,23,12.94,0,0.16,0.84
20,5,8,128,1.43,33.72,32.46,8.27,0,0.77,0.22
5,8,2,41,1.68,67.64,32.56,17.99,0,0.59,0.39
21,16,0,2,1,74.74,21,16.9,0,0.5,0
18,26,15,1,1,83.3,17,8.5,0,1,0
20,12,4,5,1.2,22.44,14.4,6.41,0,0.6,0.4
7,28,18,4,1.25,41.08,28.25,7.58,0.25,0.5,0.5
15,18,15,1078,1.85,63.48,68.03,20.16,0.99,0.59,0.41
23,3,9,20,1.15,48.95,36.65,13.79,0,0.6,0.4
20,5,5,40,1.7,30.27,17.72,8.62,0,0.63,0.37
23,28,23,401,1.74,31.43,25.6,7.87,0,0.79,0.21
15,8,19,32,1.63,47.33,27.56,14.34,0,0.34,0.66
21,16,10,5,1,81.59,21.8,11.86,0,1,0
13,10,21,12,1.25,52.59,31.25,16.38,0.75,0.33,0.67
2,20,7,44,1.89,43.36,33.59,12.44,0,0.59,0.41
15,20,9,120,1.55,63.07,41.67,20.16,0.28,0.37,0.6
21,12,21,131,1.65,44.4,26.02,12.32,0,0.54,0.45
28,18,14,1101,1.68,12.58,11.38,2.25,0,0.6,0.4
5,17,20,18,1.83,60.17,34.78,14.57,0.06,0.94,0.06
3,6,7,2,1,15.3,9,4.63,0,0.5,0.5
10,25,10,4,1.5,66.74,40.75,16.71,0,0.75,0.25
9,21,9,56,1.64,19.53,11.7,4.39,0,0.55,0.45
18,15,3,75,2.04,63.01,31.15,19.09,0.96,0.69,0.31
9,28,13,17,1.47,27.5,20.41,5.03,0,0.71,0.29
21,9,2,83,1.69,27.86,16.88,8.3,0,0.47,0.53
9,15,19,19,1.63,36.58,25.58,10.81,0.11,0.58,0.42
28,7,11,9,1.33,33.07,111.56,6.89,0,0.56,0.44
15,13,0,105,1.59,17.61,9.89,4.83,0.01,0.22,0.75
3,9,5,45,1.69,14.45,10.07,3.43,0,0.27,0.73
2,28,7,41,1.36,36.19,29.41,9.86,0,0.78,0.19
9,5,16,412,1.75,46.73,39.62,9.35,0.08,0.82,0.17
7,6,2,2,1.5,57.83,35,16.45,0,1,0
23,22,12,2,1.5,82.8,51.5,23.56,0,0,1
3,10,21,33,1.88,31.39,19.55,7.13,0.18,0.67,0.33
21,29,14,63,1.65,36.12,34.44,10.7,0,0.33,0.67
21,22,10,16,1.63,41.46,22.19,11.53,0,0.63,0.38
21,28,0,341,1.9,35.24,18.61,7.93,0,0.72,0.28
3,10,9,36,1.64,26.63,21,6.1,0.11,0.44,0.53
9,15,9,24,1.67,49.95,24.96,13.99,0.25,0.75,0.25
9,28,18,33,1.94,36.34,25.06,7.26,0.06,0.76,0.24
3,18,13,10,1.1,54.77,51.2,11.82,0.6,0.7,0.3
12,10,0,17,1.47,20.32,15.53,4.77,0,0.53,0.47
15,28,14,214,1.85,64.32,58.49,19.21,0.95,0.6,0.39
2,18,18,1169,1.67,28.89,31.31,6.04,0,0.69,0.3
12,9,8,9,1.33,12.47,13,2.43,0,0.22,0.78
15,25,13,28,1.89,64.96,41.36,18.08,0,0.25,0.64
2,28,16,51,1.73,41.69,48.31,9.92,0,0.55,0.43
23,5,9,13593,1.64,14.68,15.97,2.46,0,0.74,0.25
5,23,5,1855,1.57,11.53,7.46,2.16,0,0.69,0.31
10,15,0,18,1.67,54.44,75.28,15.7,0.44,0.67,0.28
11,11,11,10,1.1,23.64,15.7,3.59,0,0.6,0.4
5,11,1,10,1.5,50.13,30.4,11.03,0,0.4,0.6
9,2,10,99,1.32,38.62,30.99,9.03,0.01,0.83,0.17
23,5,10,11738,1.67,14.59,15.86,2.22,0,0.7,0.3
21,10,4,28,1.54,29.13,17.36,7.55,0,0.61,0.39
3,18,12,8,1,36.57,33.75,8.23,0.38,0.25,0.75
18,13,11,12,1.17,60.24,49,16.64,0.83,0.67,0.33
5,26,21,32,1.28,83.8,40.91,19.19,0,0.75,0.22
20,3,21,49,1.78,17.69,14.35,3.95,0,0.39,0.59
9,7,7,169,1.58,11.1,8.7,2.22,0,0.36,0.63
3,7,7,57,1.42,14.94,13.65,3.02,0,0.56,0.44
18,15,8,565,1.78,64.64,46.73,19.8,0.99,0.73,0.27
3,7,17,16,1.38,17.04,17,3.52,0,0.31,0.69
15,5,8,3321,1.78,63.98,65.9,18.02,0.99,0.62,0.38
7,12,17,3,1.33,59.38,73.67,10.57,0,0.33,0.67
9,26,13,4,1.75,76.02,40,17.28,0,0.75,0.25
18,23,22,1955,1.74,19.12,18.02,3.85,0,0.72,0.28
12,5,23,5,1.6,44.54,36,9.79,0.2,1,0
22,11,23,2,1.5,23.05,21.5,5.8,0,0.5,0.5
5,6,10,4,2.5,73.27,51.75,20.03,0,0.5,0.5
13,7,6,2,1,32.3,36.5,8.77,0,0,1
21,1,19,78,1.46,52.52,27.46,13.69,0,0.53,0.48
4,8,6,1,1,11.3,8,2.5,0,1,0
9,23,6,18,1.33,45.05,28.17,9.88,0.11,0.78,0.22
23,9,8,38,1.5,39,30.39,9.47,0,0.71,0.29
20,15,8,9,2.22,61.74,36.89,20.9,0.78,0.89,0.11
10,25,1,16,1.5,50.71,25.13,13.56,0,0.5,0.5
15,1,23,95,1.51,55.31,26.6,16.64,0,0.34,0.65
15,1,5,34,1.88,53.12,21.91,15.82,0,0.53,0.47
23,5,13,12997,1.7,14.12,16.69,2.16,0,0.64,0.35
9,5,12,435,1.68,43.52,38.41,8.95,0.05,0.78,0.21
21,14,19,17,1.29,92.69,27.88,17.43,0,0.76,0.24
22,22,4,3,1,7.63,4.67,1.28,0,0,1
5,28,8,1230,1.63,23.46,21.19,5.53,0,0.67,0.33
20,5,17,44,1.82,37.62,35.34,9.13,0,0.73,0.27
15,11,8,5,1.2,72.29,45.2,19.78,0,0.6,0.4
23,5,0,14372,1.77,12.16,11.47,60,0,0.65,0.34
18,25,11,3,2,42.8,45.33,12.83,0,0.33,0.33
28,18,0,631,1.7,12.64,11.51,2.44,0,0.61,0.39
15,25,3,4,1,60.66,26.5,16.33,0,0.5,0.5
9,2,5,54,1.5,22.04,14.2,5.56,0,0.65,0.33
1,20,2,3,1,9.97,6.67,2.22,0,0,1
7,23,11,12,1.17,35.16,31,7.01,0.08,0.75,0.25
15,23,14,338,1.76,67.06,73.96,20.73,0.94,0.71,0.29
2,3,16,63,1.86,44.52,46.49,10.78,0.02,0.49,0.49
3,12,2,19,2.11,17.59,11.84,4.5,0,0.37,0.63
28,21,8,102,1.62,40.65,23.77,8.85,0,0.76,0.24
2,29,2,20,1.3,45.51,28.9,14.42,0.05,0.6,0.4
3,10,11,23,1.91,29.21,28.43,7.08,0.13,0.39,0.61
28,23,1,21,1.52,27.16,19.33,7.35,0,0.76,0.19
23,23,12,2956,1.73,9.7,7.86,1.5,0,0.64,0.36
26,10,21,1,2,6.3,4,0.84,0,1,0
5,22,0,78,1.56,64.72,53.86,15.46,0,0.64,0.36
21,25,2,4,2,56.07,26.25,18.92,0,0,1
9,2,20,114,1.52,29.8,19.78,7.36,0.02,0.75,0.25
13,29,2,2,1.5,23.8,14,7.62,0,0,1
7,5,15,115,1.64,31.92,32.29,6.24,0.15,0.57,0.43
7,5,12,190,1.87,28.38,27.98,5.3,0.06,0.6,0.39
2,20,17,49,1.61,50.32,55,12.75,0,0.49,0.51
15,22,19,53,1.58,43.87,27.51,13.03,0,0.26,0.74
3,8,0,3,1.67,26.83,14.33,6.97,0,0.67,0.33
21,5,2,378,1.72,39.44,18.98,9.92,0,0.77,0.22
18,7,9,83,1.78,30.96,32.52,7.04,0,0.35,0.65
15,21,12,266,1.67,45.93,32.78,13.03,0,0.48,0.5
28,15,3,24,1.75,64.03,27.33,18.91,1,0.71,0.29
15,2,3,65,1.26,58.04,28.52,18.76,0.26,0.75,0.25
21,18,8,604,1.73,48.02,43.89,10.47,0,0.73,0.26
21,22,11,14,1.64,32.82,21,10.65,0,0.29,0.72
2,12,19,73,1.62,22.86,18.41,5.04,0.01,0.63,0.37
18,5,20,24699,1.7,14.16,14.75,2.43,0,0.63,0.37
21,26,16,17,1.94,87.54,48.82,17.69,0,0.65,0.35
21,6,23,22,1.41,62.21,26.55,14.91,0,0.5,0.5
3,28,2,22,1.64,17.8,11.91,4.01,0.05,0.36,0.64
10,1,3,33,1.52,42.22,23.21,12.54,0,0.49,0.51
2,22,20,8,1.63,55.87,39,16.83,0,0.63,0.38
23,25,1,6,2.17,54.53,29,14.73,0,0.33,0.67
9,12,23,37,1.41,20.55,17.68,4.8,0,0.41,0.59
23,5,15,12077,1.73,13.97,15.91,2.12,0,0.61,0.39
22,3,15,1,1,4.8,1,0.5,0,0,1
20,21,6,22,1.82,47.9,24.09,10.82,0,0.95,0.05
23,7,8,12,1.33,35.83,33.08,9.37,0.08,0.67,0.33
12,7,23,2,1,34.3,28,10.48,0,0.5,0.5
7,23,17,7,1.86,46.02,40,7.74,0.29,0.57,0.43
29,5,9,3,2.33,25.15,28.33,5.6,0,0,1
21,13,6,4,1.25,38.39,26.75,11.48,0,0.75,0.25
12,12,23,43,1.58,15.75,8.6,3.74,0,0.54,0.42
23,15,6,212,1.65,63.61,38.52,20.08,1,0.87,0.13
5,8,7,12,1.17,57.58,39.33,15.29,0,0.58,0.42
23,1,20,11,1.27,71.33,35.73,16.36,0,0.82,0.18
